Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Jim Allevinah,Clermont Foot,28, M(LR)  ,16(8),1480,0,0.5,19.4,83,0.3,0.2,0,6.45
Lesley Ugochukwu,Rennes,18, M(C)  ,8(8),873,0,0,28.4,86.6,0,1.5,0,6.45
Léo Leroy,Montpellier,23, DMC  ,10(8),817,0,0.5,20.9,76.1,0.1,0.9,0,6.44
Moussa Sissoko,Nantes,33, M(CR)  ,15(4),1320,0,0.7,26.5,79.5,0.3,0.7,0,6.44
Miha Blazic,Angers,29, D(C)  ,19(1),1684,0,0.1,51.8,87.3,0,3.9,0,6.44
Bevic Moussiti-Oko,AC Ajaccio,28, FW  ,7(10),696,0,0.3,9.2,57.3,0,0.1,0,6.44
Arbër Zeneli,Reims,28," AM(LR),FW  ",11(7),904,2,1.2,18,77.8,0.4,0.4,0.1,6.44
Cyrille Bayala,AC Ajaccio,26, AM(R)  ,19(6),1527,1,0.6,17.7,66.1,0.2,0.4,0,6.43
Lucas Perrin,Strasbourg,24, D(C)  ,11(6),1096,0,0.2,30,82.9,0.1,2.3,0,6.43
Wilson Odobert,Troyes,18, AM(L)  ,11(12),1113,2,0.6,13.3,79.5,0.2,0.3,0,6.43
Thomas Mangani,AC Ajaccio,35, M(C)  ,9(9),893,1,1.2,32.9,71.3,1.2,3.1,0.1,6.43
Gauthier Gallon,Troyes,29, GK  ,19,1710,0,0.1,26.4,61.6,0,3.8,0,6.43
Dion Lopy,Reims,21, DMC  ,12(9),983,1,0.6,23.9,84.9,0,1.6,0,6.42
Stephy Mavididi,Montpellier,24," AM(LR),FW  ",11(3),846,1,0.2,12.7,76.4,0.1,0.2,0.1,6.42
Paul Bernardoni,Angers,25, GK  ,18,1620,0,0,20.7,64.6,0,3.7,0,6.42
Ross Barkley,Nice,29, M(CLR)  ,6(12),605,1,0.7,15.7,83,0.3,0.4,0,6.42
Colin Dagba,Strasbourg,24," D(R),M(R)  ",7(7),598,0,0.8,18.1,85.4,0.5,0.3,0,6.41
Christophe Hérelle,Brest,30, D(CR)  ,12(3),1051,0,0.2,28.7,86.3,0,1.9,0,6.41
Yoann Salmier,Troyes,30, D(C)  ,24,2062,0,0.1,45.5,83.5,0,2.4,0,6.40
Adrien Thomasson,Strasbourg,29, M(CLR)  ,10(5),938,2,1.1,34.1,82.8,0.3,0.9,0.1,6.40
Achraf Dari,Brest,23, D(C)  ,13(3),1150,0,0.1,37.6,79.5,0,3.7,0,6.40
Gaetan Perrin,Auxerre,26, AM(L)  ,10(15),958,1,0.5,11.3,76.7,0.2,0.6,0,6.40
Ruben Aguilar,Monaco,29," D(R),M(R)  ",8(6),691,0,0.1,27.8,83,0.3,0.9,0,6.40
Grejohn Kyei,Clermont Foot,27, FW  ,15(10),1300,2,0.2,10.9,69.2,0.1,0.4,0,6.40
Jeff Reine-Adélaïde,Lyon,25," AM(CLR),FW  ",1(13),325,0,0.6,22.4,89.8,0.1,0.5,0.1,6.39
Haris Belkebla,Brest,29, DMC  ,18(8),1689,0,0.3,29.8,84.3,0.1,1.3,0,6.39
Adrien Hunou,Angers,29," AM(CLR),FW  ",22(2),1706,1,0.6,21.8,76,0.1,0.3,0,6.39
Lassine Sinayoko,Auxerre,23, AM(R)  ,14(10),1264,2,0.6,17.7,77.8,0.3,0.5,0,6.38
Moussa Dembélé,Lyon,26, FW  ,8(11),803,0,0.2,9,72.5,0,0.1,0,6.37
Yasser Larouci,Troyes,22," D(L),M(L)  ",14(7),1188,0,0.5,20.7,77.2,0.4,0.3,0.1,6.37
Erik Palmer-Brown,Troyes,25, D(C)  ,24(2),2114,0,0.2,36.3,84,0,2,0,6.37
Rayan Raveloson,Auxerre,26," D(C),DMC  ",15(7),1366,0,0.2,24.2,85.7,0.2,1.7,0,6.37
Pablo Rosario,Nice,26," D(C),DMC  ",10(10),1113,0,0.7,30.5,89.2,0.1,1.6,0,6.37
Mitchell van Bergen,Reims,23," AM(LR),FW  ",5(16),704,1,0.8,8.3,77,0.4,0.1,0,6.36
Oumar Gonzalez,AC Ajaccio,25, D(C)  ,20,1758,0,0.1,38.9,82.9,0,1.4,0,6.36
Ibrahima Koné,Lorient,23, FW  ,8(17),891,1,0.4,8,65,0,0,0,6.36
Mathieu Coutadeur,AC Ajaccio,36, M(C)  ,13(3),1165,0,0.5,46.4,85.8,0.1,3.6,0.1,6.36
Romain Hamouma,AC Ajaccio,35," M(CLR),FW  ",11(4),862,2,0.9,15.6,82.1,0.7,0.4,0,6.36
Thierno Baldé,Troyes,20," D(R),M(R)  ",18(3),1531,0,0.6,26.1,83.8,0.1,0.5,0,6.36
Jean-Eudes Aholou,Strasbourg,28, DMC  ,11(9),903,0,0.4,19,74.4,0,1,0.2,6.35
Amine Salama,Angers,22, FW  ,12(12),1228,1,0.3,12.7,75.7,0.1,0.1,0,6.35
Souleyman Doumbia,Angers,26," D(L),M(L)  ",19,1540,0,0.5,32.9,80.6,0.5,1.2,0,6.35
Moussa Diarra,Toulouse,22, D(CL)  ,10(9),1027,1,0.3,24.2,84.8,0.2,0.8,0,6.35
Riad Nouri,AC Ajaccio,37, M(LR)  ,12(10),1223,1,1.1,18,72.4,1.2,0.5,0,6.35
Dennis Appiah,Nantes,30," D(CLR),M(R)  ",9(6),796,0,0.3,25.1,75.9,0.3,0.6,0,6.34
Jérémie Bela,Clermont Foot,29, M(LR)  ,7(7),641,1,0.2,11.9,73.7,0.2,0.1,0,6.34
Khalil Fayad,Montpellier,18, DMC  ,5(12),507,2,0.4,15.8,83.6,0.1,0.6,0.1,6.33
Andreas Bruus,Troyes,24," D(R),M(R)  ",13(5),1195,2,1.1,19.1,72.4,0.8,0.8,0,6.33
Florent Ogier,Clermont Foot,33, D(C)  ,13(4),1212,1,0.2,40.4,79.3,0,3.2,0,6.33
Pierrick Capelle,Angers,35," D(L),M(CLR)  ",10(9),954,2,0.5,23.5,85.9,0.4,0.9,0,6.33
Habib Diarra,Strasbourg,19, M(C)  ,9(8),856,0,0.4,18.8,77.4,0.1,0.8,0,6.33
Mohamed Bayo,Lille,24, FW  ,5(13),472,0,0.5,5.3,60,0,0.1,0,6.33
Billal Brahimi,Nice,22, Forward  ,3(15),491,2,0.6,10.6,81.7,0.4,0.2,0,6.32
Warren Zaïre-Emery,PSG,17, Midfielder  ,3(11),385,0,0,19.5,91.6,0,0.2,0,6.32
Benoît Costil,Auxerre,35, GK  ,19,1710,0,0,27.3,66.5,0,8.4,0,6.32
Bonke Innocent,Lorient,27, DMC  ,10(9),913,1,0.3,22.5,88.6,0,0.6,0,6.31
Enzo Tchato Mbiayi,Montpellier,20, D(R)  ,10(8),948,1,0.3,19.5,74.4,0.5,0.4,0,6.31
Birger Meling,Rennes,28," D(LR),DMC  ",5(13),605,0,0.1,19.7,86.8,0.1,0.8,0,6.30
Gauthier Hein,Auxerre,26, AM(R)  ,12(11),1052,0,0.7,17.8,87.3,0.4,1.7,0,6.30
Julian Jeanvier,Auxerre,30, D(C)  ,15,1247,0,0,39.2,85.4,0,2.7,0,6.30
Cédric Hountondji,Angers,29, D(C)  ,26,2328,0,0.1,43.3,86.7,0,2.3,0,6.30
Abdallah Sima,Angers,21," AM(R),FW  ",14(8),1256,0,0.5,10.2,76,0,0.2,0,6.29
Valère Germain,Montpellier,32," AM(CLR),FW  ",5(19),623,0,0.3,7.7,67.6,0.1,0,0,6.28
Ibrahima Sissoko,Strasbourg,25," D(C),DMC  ",8(8),807,0,0.2,21.9,75.5,0.2,0.9,0,6.27
Gerzino Nyamsi,Strasbourg,26, D(C)  ,13,1064,0,0.1,44.5,86,0,3.4,0,6.26
M'Baye Niang,Auxerre,28," AM(LR),FW  ",13(7),1075,0,0.2,10.8,63.9,0.1,0.4,0,6.26
Sébastien Corchia,Nantes,32," D(R),M(R)  ",4(15),604,1,0.3,11.2,74.5,0.4,0.5,0,6.26
Ismaël Diallo,AC Ajaccio,26, D(L)  ,18(2),1619,0,0.4,32.8,77,0.2,2.8,0.2,6.26
Marcus Coco,Nantes,26," M(LR),FW  ",3(14),313,0,0.2,7.2,77.9,0.2,0.3,0,6.25
Pablo Sarabia,PSG,30," D(L),M(CLR),FW  ",3(11),364,0,0.7,12.1,82.8,0.4,0.1,0.1,6.25
Iké Ugbo,Troyes,24, FW  ,5(11),422,1,0.1,3.2,70.6,0,0,0,6.25
Ismail Jakobs,Monaco,23," D(L),M(L)  ",5(17),605,2,0.3,15.4,72.2,0.5,0.2,0,6.25
Islam Slimani,Brest,34, FW  ,11(5),989,1,0.8,22.3,72.5,0.1,0.6,0.1,6.24
Ado Onaiwu,Toulouse,27, Forward  ,4(19),668,1,0.2,8.2,76.1,0,0.1,0,6.23
Benjamin Leroy,AC Ajaccio,33, GK  ,23,1989,0,0,23.9,56.3,0,6.8,0,6.23
Batista Mendy,Angers,23," D(C),DMC  ",23,1893,0,0.5,39.8,86.7,0.1,1.7,0,6.23
Youssouf M'Changama,Auxerre,32, M(C)  ,6(13),643,0,0.4,15.8,86.7,0.4,0.9,0.1,6.21
Cédric Avinel,AC Ajaccio,36, D(C)  ,15(2),1371,0,0,33.2,84.8,0,1.9,0,6.20
Eliot Matazo,Monaco,21, DMC  ,8(5),718,0,0,23.5,83,0,1.6,0,6.19
Clément Vidal,AC Ajaccio,22, D(C)  ,11(5),1012,0,0.1,29.7,76.6,0.1,2.9,0,6.18
Sada Thioub,Angers,27, M(LR)  ,5(14),553,1,0.5,12.8,81.9,0.3,0.2,0.1,6.17
Lebo Mothiba,Strasbourg,27, FW  ,1(13),260,0,0,4,73.2,0,0,0,6.15
Veljko Birmancevic,Toulouse,25, Midfielder  ,1(17),311,0,0.1,6.2,72.1,0,0.1,0,6.13
Karamoko Dembélé,Brest,20, Forward  ,0(14),149,0,0.2,4.6,72.3,0.3,0.1,0,6.06
